,image,array,num_label
2969,d573988c-b6fc-4851-8a3d-66cf16f7c470,"[[0.00098039 0.00310027 0.00490196 ... 0.00937128 0.00154476 0.00244928]
 [0.00310027 0.00392157 0.00404226 ... 0.00798174 0.00201908 0.00250065]
 [0.00219222 0.00310027 0.00310027 ... 0.00746644 0.00342853 0.00297661]
 ...
 [0.00554594 0.00784314 0.01403708 ... 0.02849891 0.01926165 0.0206814 ]
 [0.00353485 0.00790417 0.01184612 ... 0.01082879 0.01953418 0.02330366]
 [0.00219222 0.00790417 0.009249   ... 0.00219222 0.02711631 0.02111829]]",0
2970,efccde38-dc9d-4765-98d8-8cdf7bd4fc72,"[[0.         0.00039986 0.00039986 ... 0.02456856 0.02077414 0.01289505]
 [0.00277297 0.00280165 0.00280165 ... 0.02103961 0.02628927 0.02731206]
 [0.00353485 0.00497429 0.00486155 ... 0.0023495  0.01753805 0.0261327 ]
 ...
 [0.00596349 0.01086252 0.0118891  ... 0.01985143 0.00693242 0.00404226]
 [0.00499904 0.0122082  0.01412279 ... 0.02369225 0.01616904 0.01802429]
 [0.00353485 0.01138738 0.01549551 ... 0.0276255  0.01669548 0.01333478]]",7
2971,c1901afc-1b9b-46ea-b7c3-aec0f2e11833,"[[3.92156863e-03 8.76889403e-03 8.76889403e-03 ... 4.18766336e-03
  9.80392157e-04 4.90653893e-18]
 [8.76889403e-03 1.07843137e-02 9.85281924e-03 ... 4.28400340e-03
  2.57166132e-03 4.90653893e-18]
 [8.76889403e-03 9.85281924e-03 8.82352941e-03 ... 4.90439525e-03
  3.50724708e-03 1.59445647e-03]
 ...
 [4.90196078e-03 5.96349268e-03 6.57667052e-03 ... 6.98554392e-02
  6.87261139e-02 5.57445842e-02]
 [8.31890331e-03 8.37647426e-03 6.93241942e-03 ... 7.24940077e-02
  6.75075953e-02 5.04302800e-02]
 [3.92523115e-17 2.77296777e-03 2.77296777e-03 ... 5.38770193e-02
  4.87138913e-02 2.29695265e-02]]",1
2972,028223d5-e408-4b02-b1a1-2cc641fb9500,"[[9.81307787e-18 9.81307787e-18 3.99861952e-04 ... 3.07849382e-02
  2.77470033e-02 2.39344228e-02]
 [9.80392157e-04 2.31953277e-03 3.82563245e-03 ... 2.39891138e-02
  2.88100488e-02 3.43546377e-02]
 [6.95716207e-03 9.21167708e-03 1.09599750e-02 ... 9.52653077e-03
  9.48902531e-03 8.25728169e-03]
 ...
 [2.19222351e-03 3.53485419e-03 4.90196078e-03 ... 4.04226042e-03
  2.94117647e-03 4.90196078e-03]
 [8.31890331e-03 8.76889403e-03 9.99807748e-03 ... 7.90417426e-03
  1.27827498e-02 1.59596280e-02]
 [2.77296777e-03 3.92156863e-03 6.20054443e-03 ... 1.11781904e-02
  1.08287853e-02 1.06045626e-02]]",3
2974,1a6c9cd3-99bc-481a-95d7-5c38ed1730ee,"[[1.37254902e-02 2.37125228e-02 1.90357724e-02 ... 5.54593554e-03
  2.77296777e-03 1.96261557e-17]
 [2.10499123e-02 2.16575706e-02 1.67529485e-02 ... 4.15945165e-03
  2.94117647e-03 2.77296777e-03]
 [1.55013611e-02 1.27827498e-02 8.31901848e-03 ... 9.80392157e-04
  4.15945165e-03 5.54593554e-03]
 ...
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 2.55428700e-02
  1.96647881e-03 5.27957334e-03]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 2.42153955e-02
  2.03819358e-03 4.11087192e-03]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 2.35283380e-02
  1.39810387e-03 2.92334333e-03]]",0
2975,21531a69-d7f0-4d77-a2d9-a4269652344e,"[[9.80392157e-04 4.04226042e-03 7.90417426e-03 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [2.19222351e-03 5.27957334e-03 6.57667052e-03 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [2.94117647e-03 4.90196078e-03 6.27757278e-03 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 ...
 [2.77296777e-03 3.10027222e-03 3.92156863e-03 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [2.77296777e-03 3.10027222e-03 3.92156863e-03 ... 2.77296777e-03
  2.77296777e-03 2.77296777e-03]
 [9.81307787e-18 9.80392157e-04 3.10027222e-03 ... 2.77296777e-03
  2.77296777e-03 2.77296777e-03]]",12
2976,4fd981b1-d7fe-4d7f-8029-8e5532723129,"[[0.02807416 0.02286648 0.00980392 ... 0.00657667 0.01960784 0.01255515]
 [0.0267595  0.01457458 0.01333478 ... 0.01180548 0.02829582 0.02361097]
 [0.01550136 0.00527957 0.01712181 ... 0.03403246 0.03064412 0.01764706]
 ...
 [0.01278275 0.00564141 0.02235017 ... 0.01643437 0.02895063 0.03317436]
 [0.01289505 0.00972079 0.0137783  ... 0.04764746 0.04608886 0.03245676]
 [0.01143324 0.01086252 0.00982406 ... 0.0288342  0.03403246 0.02192224]]",0
2977,604486df-573b-4eb7-9c78-7b0a5b1b7392,"[[0.22490917 0.30392171 0.0560798  ... 0.         0.         0.        ]
 [0.22968348 0.25938208 0.03424363 ... 0.         0.         0.        ]
 [0.19118653 0.18306313 0.01333478 ... 0.         0.         0.        ]
 ...
 [0.01393399 0.02192224 0.00746644 ... 0.02330366 0.02141209 0.03191926]
 [0.02387411 0.02924791 0.00438445 ... 0.02237787 0.00843365 0.02371252]
 [0.02724009 0.03491077 0.00837647 ... 0.0388463  0.04608886 0.05305906]]",5
2978,5b9d766d-0ad8-41e2-8a2e-2b1227e871dc,"[[2.77296777e-03 2.77296777e-03 2.77296777e-03 ... 1.52513227e-02
  1.33347750e-02 6.20054443e-03]
 [5.54593554e-03 5.54593554e-03 5.54593554e-03 ... 1.10918711e-02
  1.11781904e-02 1.05591467e-02]
 [8.31890331e-03 7.65710753e-03 6.27757278e-03 ... 4.90196078e-03
  8.37647426e-03 1.25551456e-02]
 ...
 [9.80392157e-04 2.19222351e-03 2.94117647e-03 ... 2.94117647e-03
  2.77296777e-03 2.77296777e-03]
 [2.77296777e-03 2.19222351e-03 3.10027222e-03 ... 2.19222351e-03
  2.77296777e-03 2.77296777e-03]
 [2.77296777e-03 2.94117647e-03 3.10027222e-03 ... 4.90653893e-18
  4.90653893e-18 4.90653893e-18]]",7
2979,c7f0e9ee-507b-4b89-b7d1-7669a680560e,"[[0.02361097 0.02746848 0.04220244 ... 0.0258831  0.04367974 0.02104991]
 [0.02176824 0.03151012 0.05046878 ... 0.02746848 0.02604967 0.02222703]
 [0.03940276 0.02784826 0.03605327 ... 0.0202113  0.0114752  0.023386  ]
 ...
 [0.04493117 0.05524575 0.06355177 ... 0.01770939 0.0216908  0.01959606]
 [0.01576484 0.02925688 0.04134177 ... 0.01468686 0.01779777 0.01436288]
 [0.02463053 0.03346786 0.0139747  ... 0.00839373 0.01258395 0.00729598]]",13
2981,1c9f7329-6013-460f-8cc1-3c38eb4d9903,"[[0.02218374 0.03327561 0.00196078 ... 0.00353485 0.00219222 0.00277297]
 [0.02120913 0.03191926 0.00294118 ... 0.00499904 0.00310027 0.00277297]
 [0.0184199  0.02849891 0.00657667 ... 0.00404226 0.00098039 0.        ]
 ...
 [0.01356007 0.01568347 0.01860287 ... 0.00914911 0.00746644 0.00392157]
 [0.01879812 0.02258615 0.02612044 ... 0.00882832 0.00657667 0.00392157]
 [0.00805451 0.01091906 0.01195069 ... 0.00871877 0.00554594 0.00277297]]",12
2982,e0b088bd-41de-4b38-b6e8-c2d3b2bbc53c,"[[0.         0.00098039 0.00310027 ... 0.01616904 0.01807754 0.01960784]
 [0.00098039 0.00294118 0.00294118 ... 0.02235638 0.02746848 0.03001025]
 [0.00310027 0.00294118 0.00196078 ... 0.00571662 0.00713736 0.00499904]
 ...
 [0.00527957 0.01042171 0.01180548 ... 0.00138648 0.00219222 0.00098039]
 [0.00499904 0.00843365 0.01042171 ... 0.00404226 0.00392157 0.00219222]
 [0.00219222 0.00627757 0.00903877 ... 0.00310027 0.00490196 0.00277297]]",5
2983,1a313444-17de-43ff-8a75-d02a81edbef4,"[[7.84313725e-03 1.66666667e-02 1.98514282e-02 ... 6.56062939e-03
  9.14911023e-03 4.21381047e-03]
 [1.24010889e-02 1.78904780e-02 2.07741374e-02 ... 7.15108208e-03
  8.74206122e-03 4.21381047e-03]
 [1.24010889e-02 1.77556571e-02 2.02113021e-02 ... 4.76546725e-03
  5.94579749e-03 3.23629651e-03]
 ...
 [3.92156863e-03 8.76889403e-03 1.14332390e-02 ... 1.96261557e-17
  2.77296777e-03 2.77296777e-03]
 [3.92156863e-03 8.76889403e-03 1.14332390e-02 ... 1.96261557e-17
  2.77296777e-03 2.77296777e-03]
 [2.77296777e-03 8.31890331e-03 1.10918711e-02 ... 1.96261557e-17
  2.77296777e-03 2.77296777e-03]]",15
2984,0a18630c-527b-4d56-9a98-8a0cfe341ab5,"[[0.00277297 0.00277297 0.00277297 ... 0.01470588 0.00138648 0.00404226]
 [0.00277297 0.00277297 0.00277297 ... 0.01595005 0.00180985 0.00427302]
 [0.00219222 0.00310027 0.00415945 ... 0.01545791 0.00209921 0.00363691]
 ...
 [0.00317283 0.00317283 0.00554594 ... 0.01240109 0.01143324 0.01109187]
 [0.00317283 0.00317283 0.00554594 ... 0.01023559 0.01060456 0.01109187]
 [0.00317283 0.00317283 0.00554594 ... 0.00490196 0.00490196 0.00554594]]",6
2985,ac99b83d-44de-45ad-9c82-df072f86793d,"[[3.81738136e-02 7.55936399e-02 4.96074829e-02 ... 5.54593554e-03
  2.77296777e-03 9.81307787e-18]
 [7.76773368e-02 1.11938147e-01 1.10428978e-01 ... 4.90196078e-03
  3.53485419e-03 2.19222351e-03]
 [2.50127984e-01 2.58494476e-01 2.54078398e-01 ... 4.04226042e-03
  7.13736264e-03 7.46644422e-03]
 ...
 [4.04226042e-03 2.19222351e-03 1.38648388e-02 ... 1.99798954e-02
  1.20117545e-02 1.41394168e-02]
 [4.99903874e-03 3.10027222e-03 1.41394168e-02 ... 2.70434765e-02
  2.26067303e-02 1.40370795e-02]
 [3.53485419e-03 2.94117647e-03 1.41394168e-02 ... 3.17034472e-02
  2.90866219e-02 1.14751960e-02]]",15
2986,9bc8554c-b0b1-4362-b4ec-783c2ecfcdbd,"[[2.77296777e-03 4.90196078e-03 3.10027222e-03 ... 2.77296777e-03
  3.92523115e-17 3.92523115e-17]
 [2.19222351e-03 4.04226042e-03 4.04226042e-03 ... 3.10027222e-03
  9.80392157e-04 3.92523115e-17]
 [3.10027222e-03 4.04226042e-03 4.38444701e-03 ... 3.92156863e-03
  3.10027222e-03 2.77296777e-03]
 ...
 [1.22842785e-02 1.58083485e-02 4.04226042e-03 ... 1.00937550e-02
  8.76889403e-03 3.92156863e-03]
 [1.24010889e-02 1.66666667e-02 3.53485419e-03 ... 1.06045626e-02
  8.76889403e-03 3.92156863e-03]
 [1.14332390e-02 1.68673044e-02 2.77296777e-03 ... 1.10918711e-02
  8.31890331e-03 2.77296777e-03]]",3
2987,c5b80186-15fa-4b9a-9ca4-88005b0db7bf,"[[0.00277297 0.00277297 0.00277297 ... 0.00277297 0.00277297 0.00277297]
 [0.00277297 0.00277297 0.00277297 ... 0.00554594 0.00554594 0.00554594]
 [0.00277297 0.00277297 0.00277297 ... 0.00554594 0.00554594 0.00554594]
 ...
 [0.00747008 0.0231284  0.03198096 ... 0.00790296 0.00377817 0.00218371]
 [0.00659421 0.01986037 0.02728384 ... 0.00790296 0.00377817 0.00218371]
 [0.00610714 0.01770652 0.02463941 ... 0.00790296 0.00377817 0.00218371]]",18
2988,668afec1-96d0-4080-8b98-77096adaa5f8,"[[0.00357824 0.00635121 0.00734032 ... 0.0420444  0.06201221 0.00196587]
 [0.00355647 0.00496472 0.00696484 ... 0.04462611 0.05736295 0.00621664]
 [0.00357602 0.00180185 0.00565678 ... 0.04867526 0.04952757 0.01201761]
 ...
 [0.0132664  0.01659919 0.01885965 ... 0.00620054 0.00657413 0.01288856]
 [0.0103245  0.01351503 0.0175038  ... 0.00657667 0.00837315 0.01385841]
 [0.00392157 0.01008602 0.01607354 ... 0.00353485 0.00587667 0.01095349]]",2
2989,ecd45864-ec3c-4193-90c4-2bc4b3a38eb1,"[[0.00294118 0.00219222 0.         ... 0.04917622 0.04526822 0.03771644]
 [0.00219222 0.00098039 0.00098039 ... 0.07130626 0.07498558 0.07490222]
 [0.         0.00098039 0.00294118 ... 0.0493031  0.0556842  0.05941694]
 ...
 [0.00596349 0.01096112 0.01550136 ... 0.00809482 0.00765011 0.00392157]
 [0.00499904 0.01143324 0.01550136 ... 0.00676426 0.00765011 0.00392157]
 [0.00353485 0.01117819 0.01595963 ... 0.0054616  0.00765011 0.00392157]]",5
2990,74846ee1-6410-4018-bf41-370ebaa26353,"[[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 3.92523115e-17
  3.92523115e-17 3.92523115e-17]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 3.92523115e-17
  3.92523115e-17 3.92523115e-17]
 [2.77296777e-03 2.77296777e-03 2.77296777e-03 ... 3.92523115e-17
  3.92523115e-17 3.92523115e-17]
 ...
 [2.77296777e-03 3.10027222e-03 3.92156863e-03 ... 6.57667052e-03
  5.71661950e-03 3.10027222e-03]
 [2.77296777e-03 3.10027222e-03 3.92156863e-03 ... 9.03876908e-03
  8.43365222e-03 4.99903874e-03]
 [2.77296777e-03 2.94117647e-03 3.10027222e-03 ... 1.04217116e-02
  1.04217116e-02 5.27957334e-03]]",13
2991,f638fa1a-0b57-4492-9ef8-a9d9df1fe222,"[[2.19222351e-03 5.27957334e-03 5.96349268e-03 ... 2.77296777e-03
  2.77296777e-03 4.90653893e-18]
 [4.90196078e-03 3.92156863e-03 2.77296777e-03 ... 2.77296777e-03
  2.77296777e-03 4.90653893e-18]
 [1.10918711e-02 1.04217116e-02 8.31890331e-03 ... 2.77296777e-03
  2.77296777e-03 4.90653893e-18]
 ...
 [0.00000000e+00 2.77296777e-03 2.77296777e-03 ... 2.91571869e-02
  1.19408786e-02 1.65406133e-02]
 [0.00000000e+00 2.77296777e-03 2.77296777e-03 ... 4.09151896e-02
  1.32568815e-02 1.53156272e-02]
 [0.00000000e+00 2.77296777e-03 2.77296777e-03 ... 5.06194507e-02
  1.29858483e-02 1.64882317e-02]]",0
2992,ecd67121-d5ed-49ce-84c0-81cbd75e31a6,"[[0.         0.         0.00277297 ... 0.01470189 0.01335072 0.00673275]
 [0.         0.00098039 0.00310027 ... 0.01601607 0.01510189 0.00827031]
 [0.00277297 0.00310027 0.00392157 ... 0.01666314 0.01695137 0.00924959]
 ...
 [0.00554594 0.01109187 0.00554594 ... 0.00277297 0.00277297 0.        ]
 [0.00554594 0.01109187 0.00554594 ... 0.00277297 0.00277297 0.        ]
 [0.00554594 0.01109187 0.00554594 ... 0.00277297 0.00277297 0.        ]]",0
2993,893c3f24-4bd7-45bc-995f-cb85847c92c5,"[[0.         0.         0.         ... 0.00620054 0.01403708 0.00837647]
 [0.         0.         0.         ... 0.01009376 0.01289505 0.00693242]
 [0.00277297 0.00277297 0.00277297 ... 0.00392157 0.00554594 0.00499904]
 ...
 [0.00310027 0.00243916 0.00160742 ... 0.00353485 0.00490196 0.00554594]
 [0.00098039 0.00243916 0.00208319 ... 0.00554594 0.00554594 0.00554594]
 [0.         0.00070224 0.00150029 ... 0.00277297 0.00277297 0.00277297]]",2
2994,962253ff-260f-45bc-98b3-119468d98354,"[[0.0054616  0.01806002 0.03351981 ... 0.03903143 0.00438445 0.01255515]
 [0.01472189 0.03559564 0.04257384 ... 0.02156863 0.02371252 0.03663047]
 [0.04916794 0.04309479 0.0257204  ... 0.02600801 0.06680862 0.07175896]
 ...
 [0.00808452 0.00353485 0.01712181 ... 0.05008539 0.03171951 0.03105105]
 [0.01595963 0.02745098 0.03643315 ... 0.03311952 0.01667121 0.03329676]
 [0.02725772 0.0403393  0.02295039 ... 0.00930082 0.02357023 0.02849891]]",5
2995,ac78b6e0-a539-4fc0-8a3b-6afcbf08b799,"[[0.00294118 0.00490196 0.00554594 ... 0.00554594 0.00277297 0.        ]
 [0.00490196 0.00490196 0.00620054 ... 0.00490196 0.00310027 0.00098039]
 [0.00554594 0.00620054 0.00882353 ... 0.00499904 0.00392157 0.00310027]
 ...
 [0.00887783 0.01403708 0.00693242 ... 0.03766544 0.0202113  0.00588235]
 [0.00657667 0.01393399 0.00571662 ... 0.02371252 0.03317436 0.03258975]
 [0.00554594 0.01386484 0.00554594 ... 0.02590166 0.05270463 0.02809127]]",0
2996,61bbb3a2-2ee0-47bd-b3f9-2675b3076302,"[[0.00765711 0.00913296 0.01023867 ... 0.00765711 0.00903481 0.00612729]
 [0.01109196 0.01257846 0.01368369 ... 0.01891945 0.0133097  0.00780114]
 [0.00505125 0.00473258 0.00903483 ... 0.02173404 0.01660433 0.01044774]
 ...
 [0.00527957 0.00527957 0.00527957 ... 0.01055915 0.01745539 0.02150168]
 [0.00098039 0.00353485 0.00765711 ... 0.00903877 0.01109187 0.01318983]
 [0.00277297 0.00404226 0.00527957 ... 0.00965574 0.01362004 0.01607963]]",5
2997,09c09dd1-ccef-4ced-96dd-ba3b828a49b4,"[[0.0168272  0.01626745 0.01465682 ... 0.00277297 0.00277297 0.00277297]
 [0.0110708  0.00968431 0.00552486 ... 0.0083189  0.0083189  0.0083189 ]
 [0.04214123 0.04430212 0.04792776 ... 0.00990282 0.00990282 0.00990282]
 ...
 [0.00514607 0.00514607 0.00514607 ... 0.009249   0.00490196 0.00554594]
 [0.00712985 0.00712985 0.00712985 ... 0.00790417 0.00527957 0.00490196]
 [0.00435689 0.00435689 0.00435689 ... 0.00657667 0.00404226 0.00353485]]",8
2998,ea0cfac2-165d-45ab-a87d-b34b7b1bdf87,"[[9.81307787e-18 9.80392157e-04 4.04226042e-03 ... 4.04226042e-03
  7.06970838e-03 8.31890331e-03]
 [2.77296777e-03 3.10027222e-03 4.99903874e-03 ... 6.27757278e-03
  6.86274510e-03 7.65710753e-03]
 [5.54593554e-03 4.90196078e-03 3.92156863e-03 ... 8.82352941e-03
  1.11781904e-02 1.11781904e-02]
 ...
 [3.53485419e-03 4.90196078e-03 5.27957334e-03 ... 2.18969382e-03
  2.19477975e-03 9.80392157e-04]
 [5.54593554e-03 5.54593554e-03 6.20054443e-03 ... 1.95510631e-03
  2.19477975e-03 2.77296777e-03]
 [2.77296777e-03 2.77296777e-03 3.92156863e-03 ... 1.95510631e-03
  2.18969382e-03 2.77296777e-03]]",7
2999,4f240f86-4530-44ad-aae1-4e2d781ad6be,"[[0.00490196 0.00499904 0.00527957 ... 0.00901104 0.00465042 0.00521273]
 [0.00862053 0.00943364 0.00999145 ... 0.00673261 0.0039627  0.00154115]
 [0.0054675  0.00627178 0.00580846 ... 0.02036996 0.0207134  0.01957093]
 ...
 [0.00310027 0.00294118 0.00277297 ... 0.02677745 0.01055915 0.01315334]
 [0.00571662 0.00713736 0.00808452 ... 0.02949335 0.00970539 0.00903877]
 [0.00404226 0.00686275 0.00596349 ... 0.0285831  0.00693242 0.01096112]]",4
3000,102a92cc-2886-4265-90ac-30d00173435b,"[[0.04000433 0.03553837 0.03200947 ... 0.01534556 0.02482155 0.04223659]
 [0.05306811 0.051131   0.05061141 ... 0.04137441 0.04188237 0.05649816]
 [0.01946023 0.01413942 0.01289505 ... 0.04902941 0.02192224 0.01009376]
 ...
 [0.08466071 0.06297032 0.0433315  ... 0.08865369 0.08762315 0.07989444]
 [0.0561911  0.04368436 0.01139107 ... 0.04660731 0.01192699 0.0206814 ]
 [0.04406315 0.05651975 0.02965298 ... 0.06366513 0.03632747 0.03211439]]",4
3002,e66a278d-15be-429f-a833-cf529e8c493c,"[[1.96261557e-17 1.96261557e-17 1.96261557e-17 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [1.96261557e-17 1.96261557e-17 1.96261557e-17 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [1.96261557e-17 1.96261557e-17 1.96261557e-17 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 ...
 [2.77296777e-03 2.77296777e-03 2.77296777e-03 ... 2.19222351e-03
  4.90196078e-03 7.65710753e-03]
 [2.77296777e-03 2.77296777e-03 2.77296777e-03 ... 6.27757278e-03
  6.86274510e-03 7.90417426e-03]
 [2.77296777e-03 2.77296777e-03 2.77296777e-03 ... 9.70538719e-03
  7.90417426e-03 3.92156863e-03]]",13
3003,72f1e164-bfe8-482b-9bc6-a5b37f26fc8a,"[[6.20054443e-03 8.76889403e-03 2.94117647e-03 ... 2.77296777e-03
  1.96261557e-17 1.96261557e-17]
 [7.90417426e-03 1.07843137e-02 7.65710753e-03 ... 3.92156863e-03
  2.77296777e-03 2.77296777e-03]
 [9.30081665e-03 1.08287853e-02 8.31890331e-03 ... 6.20054443e-03
  5.54593554e-03 5.54593554e-03]
 ...
 [3.33909537e-02 2.42139001e-02 9.03876908e-03 ... 4.99545090e-02
  1.08320429e-01 7.18099611e-02]
 [3.42997170e-02 3.06441169e-02 1.77556571e-02 ... 8.57430515e-02
  1.08940102e-01 7.27871027e-02]
 [1.56862745e-02 2.80741589e-02 2.37125228e-02 ... 7.73690636e-02
  8.90354421e-02 6.15386464e-02]]",4
3004,7d829cd3-ea26-4d40-a03f-3eb7367a5ad1,"[[0.00903877 0.01362004 0.00876889 ... 0.00392157 0.04372373 0.02981746]
 [0.01212678 0.01483603 0.01176471 ... 0.00837647 0.04118814 0.02776432]
 [0.01493289 0.01775566 0.01521978 ... 0.01212678 0.03568681 0.02427337]
 ...
 [0.00706971 0.01496504 0.01386484 ... 0.00746644 0.00527957 0.00196078]
 [0.00876889 0.01823635 0.01278275 ... 0.00876889 0.00765711 0.00627757]
 [0.0083189  0.01734491 0.01196721 ... 0.00620054 0.00527957 0.00404226]]",3
3005,05a5ad6f-6a04-4d4f-9bd1-16f3c3485ec5,"[[1.96261557e-17 2.19222351e-03 2.94117647e-03 ... 4.15945165e-03
  4.99903874e-03 5.27957334e-03]
 [2.77296777e-03 1.38648388e-03 1.38648388e-03 ... 4.38854184e-17
  5.54593554e-03 9.70538719e-03]
 [5.54593554e-03 5.27957334e-03 4.04226042e-03 ... 5.71661950e-03
  8.87782857e-03 1.06045626e-02]
 ...
 [2.19222351e-03 4.04226042e-03 5.81687555e-03 ... 2.86710377e-02
  3.24078433e-02 3.37894507e-02]
 [9.80392157e-04 2.94117647e-03 4.77544755e-03 ... 2.41780606e-02
  2.96936361e-02 3.19920512e-02]
 [3.92523115e-17 9.80392157e-04 2.81586263e-03 ... 1.07506158e-02
  1.59730225e-02 1.55430038e-02]]",2
3006,a46832d2-a6fd-43e4-a447-4193f5071789,"[[0.02217988 0.01891947 0.01287387 ... 0.01712181 0.01278275 0.00657667]
 [0.02110452 0.01417767 0.00314617 ... 0.05042114 0.03403246 0.02288749]
 [0.00181729 0.00280165 0.00638939 ... 0.06321059 0.05791786 0.05552864]
 ...
 [0.01447532 0.0252058  0.01663781 ... 0.02949335 0.04123479 0.02288749]
 [0.00790417 0.01228428 0.00713736 ... 0.02746848 0.036996   0.02079726]
 [0.00438445 0.00490196 0.00693242 ... 0.02565932 0.03200947 0.01534556]]",5
3007,47ce5231-abc8-4ab3-8a84-8deeb79fabb2,"[[0.00392157 0.00876889 0.00876889 ... 0.0190406  0.0127906  0.00392157]
 [0.00876889 0.01078431 0.00887783 ... 0.01831117 0.01428176 0.00713736]
 [0.01060456 0.00999808 0.00596349 ... 0.01525612 0.01308688 0.00930082]
 ...
 [0.00620054 0.01196721 0.00627757 ... 0.03346284 0.03064412 0.02411446]
 [0.00527957 0.00970539 0.00392157 ... 0.03040797 0.03095618 0.02993007]
 [0.00404226 0.00693242 0.00219222 ... 0.01985143 0.01767427 0.01580835]]",9
3008,c5c2b0ac-d798-46a9-8f18-c5acb1fd5e08,"[[0.00490196 0.01117819 0.01180548 ... 0.00887783 0.00499904 0.00490196]
 [0.00353485 0.01060456 0.01278275 ... 0.01228428 0.009249   0.00843365]
 [0.00392157 0.00843365 0.01060456 ... 0.00627757 0.00277297 0.00098039]
 ...
 [0.00404226 0.0252058  0.05462113 ... 0.00490196 0.01737259 0.02511029]
 [0.00693242 0.01082879 0.04807922 ... 0.01823635 0.02235638 0.01893452]
 [0.01333478 0.00627757 0.0388834  ... 0.02218374 0.02427337 0.01060456]]",2
3009,58d54528-9eb3-4188-beca-892932f360a7,"[[0.01143324 0.01386484 0.01376046 ... 0.01240109 0.01240109 0.00784314]
 [0.01631698 0.01712181 0.01669548 ... 0.01308006 0.01308006 0.00790417]
 [0.01403708 0.01571688 0.01669548 ... 0.0114752  0.01009376 0.00353485]
 ...
 [0.00527218 0.00903199 0.01227656 ... 0.01365437 0.01365437 0.01365437]
 [0.01793371 0.02070488 0.02415948 ... 0.01119876 0.01187052 0.01187052]
 [0.01445409 0.01528944 0.01666411 ... 0.00455048 0.00474067 0.00474067]]",2
3010,3ddf90e9-73ff-4abf-ac1d-b7480f584a77,"[[4.90653893e-18 4.90653893e-18 2.77296777e-03 ... 7.06970838e-03
  7.65710753e-03 3.53485419e-03]
 [4.90653893e-18 4.90653893e-18 2.77296777e-03 ... 3.53485419e-03
  6.20054443e-03 5.96349268e-03]
 [4.90653893e-18 4.90653893e-18 2.77296777e-03 ... 9.80392157e-04
  4.04226042e-03 6.20054443e-03]
 ...
 [2.51022987e-02 2.03927146e-02 1.25471532e-02 ... 1.11781904e-02
  5.54593554e-03 2.77296777e-03]
 [5.63538798e-02 5.35649389e-02 4.67641352e-02 ... 1.45745772e-02
  1.80775382e-02 1.94107744e-02]
 [3.64726965e-02 3.77291792e-02 3.66042249e-02 ... 9.99807748e-03
  1.41394168e-02 1.66378066e-02]]",5
3011,facbf570-2a46-43cd-b58b-ea03df3e7919,"[[0.02127898 0.02605697 0.03384114 ... 0.06232241 0.04232752 0.02630668]
 [0.03682302 0.03429736 0.0163448  ... 0.01887999 0.03823128 0.04899729]
 [0.03579507 0.01415507 0.06383759 ... 0.08706386 0.07941336 0.07595031]
 ...
 [0.009249   0.01050262 0.03860009 ... 0.009249   0.00490196 0.00098039]
 [0.01096112 0.00336222 0.02414257 ... 0.00138648 0.00693242 0.00620054]
 [0.00876889 0.01239377 0.00744784 ... 0.00790417 0.00686275 0.00196078]]",8
3012,ff231d91-0ff6-4485-98e7-a05c26f09fec,"[[0.0215909  0.02061156 0.01802429 ... 0.02495987 0.00966996 0.01694787]
 [0.0346621  0.02988186 0.02297132 ... 0.03221306 0.0163881  0.0320836 ]
 [0.0866802  0.09094425 0.0978675  ... 0.03663047 0.03380576 0.023386  ]
 ...
 [0.02639787 0.03849138 0.03892125 ... 0.01161707 0.00922762 0.0085083 ]
 [0.03143376 0.02075136 0.0235714  ... 0.00112233 0.000857   0.00201344]
 [0.02295039 0.00364979 0.00925572 ... 0.00277297 0.00404226 0.00527957]]",1
3013,69974463-ccef-4326-9df4-beac048309cb,"[[2.77296777e-03 4.50592215e-03 5.32691777e-03 ... 1.04217116e-02
  1.38648388e-03 2.19222351e-03]
 [2.91539756e-03 4.54745818e-03 5.99145866e-03 ... 9.03876908e-03
  2.19222351e-03 3.10027222e-03]
 [1.86197438e-02 1.73666949e-02 1.69066450e-02 ... 7.06970838e-03
  4.04226042e-03 5.27957334e-03]
 ...
 [1.68673044e-02 1.94661930e-02 2.15927407e-02 ... 6.57667052e-03
  2.85830975e-02 3.90314299e-02]
 [2.23563809e-02 2.37610160e-02 2.67615025e-02 ... 2.11182934e-02
  1.58083485e-02 9.99807748e-03]
 [3.92156863e-03 1.37298855e-02 2.56618131e-02 ... 8.31890331e-03
  1.96261557e-17 2.77296777e-03]]",1
